date,gtq
2014-04-02,7.793489999999999
2014-04-03,7.72814
2014-04-04,7.7716
2014-04-05,7.7199800000000005
2014-04-06,7.79334
2014-04-07,7.75665
2014-04-08,7.79968
2014-04-09,7.7350699999999994
2014-04-10,7.687460000000001
2014-04-11,7.60177
2014-04-12,7.638389999999999
2014-04-13,7.76607
2014-04-14,7.75817
2014-04-15,7.7527800000000004
2014-04-16,7.7494
2014-04-17,7.7494
2014-04-18,7.7494
2014-04-19,7.7494
2014-04-20,7.7494
2014-04-21,7.752160000000001
2014-04-22,7.750710000000001
2014-04-23,7.74862
2014-04-24,7.742560000000001
2014-04-25,7.73947
2014-04-26,7.73947
2014-04-27,7.73947
2014-04-28,7.73465
2014-04-29,7.731789999999999
2014-04-30,7.724939999999999
2014-05-01,7.86073
2014-05-02,7.79321
2014-05-03,7.729010000000001
2014-05-04,7.7716
2014-05-05,7.71519
2014-05-06,7.81268
2014-05-07,7.75665
2014-05-08,7.807869999999999
2014-05-09,7.723269999999999
2014-05-10,7.687460000000001
2014-05-11,7.60808
2014-05-12,7.63218
2014-05-13,7.71852
2014-05-14,7.7167699999999995
2014-05-15,7.7175199999999995
2014-05-16,7.71473
2014-05-17,7.71473
2014-05-18,7.71473
2014-05-19,7.719360000000001
2014-05-20,7.7240899999999995
2014-05-21,7.73775
2014-05-22,7.7475
2014-05-23,7.751010000000001
2014-05-24,7.751010000000001
2014-05-25,7.751010000000001
2014-05-26,7.755610000000001
2014-05-27,7.761410000000001
2014-05-28,7.76047
2014-05-29,7.776439999999999
2014-05-30,7.78525
2014-05-31,7.78525
2014-06-01,7.864510000000001
2014-06-02,7.794560000000001
2014-06-03,7.73378
2014-06-04,7.7716
2014-06-05,7.71249
2014-06-06,7.83643
2014-06-07,7.75665
2014-06-08,7.80965
2014-06-09,7.723269999999999
2014-06-10,7.6951
2014-06-11,7.60571
2014-06-12,7.63218
2014-06-13,7.81502
2014-06-14,7.81502
2014-06-15,7.81502
2014-06-16,7.81222
2014-06-17,7.813110000000001
2014-06-18,7.81619
2014-06-19,7.817639999999999
2014-06-20,7.81372
2014-06-21,7.81372
2014-06-22,7.81372
2014-06-23,7.803660000000001
2014-06-24,7.79537
2014-06-25,7.7911
2014-06-26,7.785480000000001
2014-06-27,7.7786100000000005
2014-06-28,7.7786100000000005
2014-06-29,7.7786100000000005
2014-06-30,7.7786100000000005
2014-07-01,7.88116
2014-07-02,7.77945
2014-07-03,7.74218
2014-07-04,7.7607
2014-07-05,7.709169999999999
2014-07-06,7.83643
2014-07-07,7.75057
2014-07-08,7.81531
2014-07-09,7.723269999999999
2014-07-10,7.691789999999999
2014-07-11,7.601089999999999
2014-07-12,7.63218
2014-07-13,7.74947
2014-07-14,7.7441
2014-07-15,7.743760000000001
2014-07-16,7.74453
2014-07-17,7.74642
2014-07-18,7.75709
2014-07-19,7.75709
2014-07-20,7.75709
2014-07-21,7.767239999999999
2014-07-22,7.7759100000000005
2014-07-23,7.7960899999999995
2014-07-24,7.7967
2014-07-25,7.7992
2014-07-26,7.7992
2014-07-27,7.7992
2014-07-28,7.79939
2014-07-29,7.81455
2014-07-30,7.82252
2014-07-31,7.81606
2014-08-01,7.88673
2014-08-02,7.77945
2014-08-03,7.74218
2014-08-04,7.75605
2014-08-05,7.7072899999999995
2014-08-06,7.83643
2014-08-07,7.75287
2014-08-08,7.8270800000000005
2014-08-09,7.71263
2014-08-10,7.680510000000001
2014-08-11,7.601089999999999
2014-08-12,7.6375399999999996
2014-08-13,7.83555
2014-08-14,7.83292
2014-08-15,7.83292
2014-08-16,7.83292
2014-08-17,7.83292
2014-08-18,7.825410000000001
2014-08-19,7.819839999999999
2014-08-20,7.8218
2014-08-21,7.8101199999999995
2014-08-22,7.800160000000001
2014-08-23,7.800160000000001
2014-08-24,7.800160000000001
2014-08-25,7.785410000000001
2014-08-26,7.77387
2014-08-27,7.769660000000001
2014-08-28,7.7704
2014-08-29,7.767180000000001
2014-08-30,7.767180000000001
2014-08-31,7.767180000000001
2014-09-01,7.88808
2014-09-02,7.77945
2014-09-03,7.74218
2014-09-04,7.75586
2014-09-05,7.7159699999999996
2014-09-06,7.83767
2014-09-07,7.75243
2014-09-08,7.8270800000000005
2014-09-09,7.74343
2014-09-10,7.663810000000001
2014-09-11,7.601089999999999
2014-09-12,7.63845
2014-09-13,7.73842
2014-09-14,7.73842
2014-09-15,7.73842
2014-09-16,7.72098
2014-09-17,7.721360000000001
2014-09-18,7.7183399999999995
2014-09-19,7.71433
2014-09-20,7.71433
2014-09-21,7.71433
2014-09-22,7.716939999999999
2014-09-23,7.71862
2014-09-24,7.71696
2014-09-25,7.717339999999999
2014-09-26,7.707210000000001
2014-09-27,7.707210000000001
2014-09-28,7.707210000000001
2014-09-29,7.689010000000001
2014-09-30,7.6711800000000006
2014-10-01,7.87985
2014-10-02,7.765969999999999
2014-10-03,7.748939999999999
2014-10-04,7.76542
2014-10-05,7.7159699999999996
2014-10-06,7.8305
2014-10-07,7.74635
2014-10-08,7.8270800000000005
2014-10-09,7.760619999999999
2014-10-10,7.65534
2014-10-11,7.59663
2014-10-12,7.635910000000001
2014-10-13,7.65534
2014-10-14,7.6414800000000005
2014-10-15,7.6386899999999995
2014-10-16,7.63422
2014-10-17,7.62971
2014-10-18,7.62971
2014-10-19,7.62971
2014-10-20,7.62971
2014-10-21,7.63748
2014-10-22,7.64398
2014-10-23,7.6472
2014-10-24,7.63784
2014-10-25,7.63784
2014-10-26,7.63784
2014-10-27,7.6115
2014-10-28,7.6090800000000005
2014-10-29,7.61717
2014-10-30,7.61258
2014-10-31,7.609389999999999
2014-11-01,7.87985
2014-11-02,7.76766
2014-11-03,7.738010000000001
2014-11-04,7.76607
2014-11-05,7.7159699999999996
2014-11-06,7.819780000000001
2014-11-07,7.74947
2014-11-08,7.83327
2014-11-09,7.756660000000001
2014-11-10,7.65534
